no,time,speed,latitude,longitude,compass,angle_min,angle_max,angle_increment,time_increment,scan_time,range_min,range_max,range_size,countless,count
43,20191203115836,0,0,0,59.81,-3.124139071,3.141592741,0.008714509,0.00013649,0.098136641,0.150000006,40,24,13,11
44,20191203115836,0,0,0,59.81,-3.124139071,3.141592741,0.008714509,0.000136277,0.097983025,0.150000006,40,24,14,10
45,20191203115837,0,0,0,59.81,-3.124139071,3.141592741,0.008714509,0.000142281,0.102300093,0.150000006,40,24,14,10
46,20191203115837,0,0,0,62.14,-3.124139071,3.141592741,0.008714509,0.000136613,0.098224461,0.150000006,40,24,21,3
47,20191203115837,0,0,0,62.14,-3.124139071,3.141592741,0.008714509,0.000142218,0.102254868,0.150000006,40,24,22,2
48,20191203115837,0,0,0,62.14,-3.124139071,3.141592741,0.008714509,0.000136804,0.098362155,0.150000006,40,24,20,4
49,20191203115837,0,0,0,62.14,-3.124139071,3.141592741,0.008714509,0.000136204,0.097930498,0.150000006,40,24,22,2
50,20191203115837,0,0,0,62.14,-3.124139071,3.141592741,0.008714509,0.000142477,0.102441214,0.150000006,40,24,21,3
51,20191203115837,0,0,0,65.82,-3.124139071,3.141592741,0.008714509,0.000136306,0.09800417,0.150000006,40,24,18,6
52,20191203115837,0,0,0,65.82,-3.124139071,3.141592741,0.008714509,0.000136453,0.098109469,0.150000006,40,24,17,7
53,20191203115837,0,0,0,65.82,-3.124139071,3.141592741,0.008714509,0.00014256,0.102500454,0.150000006,40,24,15,9
54,20191203115838,0,0,0,65.82,-3.124139071,3.141592741,0.008714509,0.000136565,0.09818995,0.150000006,40,24,21,3
55,20191203115838,0,0,0,65.82,-3.124139071,3.141592741,0.008714509,0.000136406,0.09807615,0.150000006,40,24,15,9
56,20191203115838,0,0,0,68.03,-3.124139071,3.141592741,0.008714509,0.000136653,0.098253541,0.150000006,40,24,19,5
57,20191203115838,0,0,0,68.03,-3.124139071,3.141592741,0.008714509,0.000142472,0.102437556,0.150000006,40,24,11,13
58,20191203115838,0,0,0,68.03,-3.124139071,3.141592741,0.008714509,0.000136591,0.098208837,0.150000006,40,24,6,18
59,20191203115838,0,0,0,68.03,-3.124139071,3.141592741,0.008714509,0.00013666,0.098258778,0.150000006,40,24,3,21
60,20191203115838,0,0,0,68.03,-3.124139071,3.141592741,0.008714509,0.000136343,0.098030731,0.150000006,40,24,9,15
61,20191203115838,0,0,0,69.86,-3.124139071,3.141592741,0.008714509,0.000136463,0.098116852,0.150000006,40,24,10,14
62,20191203115838,0,0,0,69.86,-3.124139071,3.141592741,0.008714509,0.000142316,0.10232532,0.150000006,40,24,16,8
63,20191203115838,0,0,0,69.86,-3.124139071,3.141592741,0.008714509,0.00013643,0.098093078,0.150000006,40,24,13,11
64,20191203115838,0,0,0,69.86,-3.124139071,3.141592741,0.008714509,0.00013636,0.098043196,0.150000006,40,24,11,13
65,20191203115839,0,0,0,69.86,-3.124139071,3.141592741,0.008714509,0.00014228,0.102299482,0.150000006,40,24,11,13
66,20191203115839,0,0,0,71.88,-3.124139071,3.141592741,0.008714509,0.00013628,0.097985566,0.150000006,40,24,11,13
67,20191203115839,0,0,0,71.88,-3.124139071,3.141592741,0.008714509,0.000136445,0.098104201,0.150000006,40,24,17,7
68,20191203115839,0,0,0,71.88,-3.124139071,3.141592741,0.008714509,0.000136206,0.097932108,0.150000006,40,24,19,5
69,20191203115839,0,0,0,71.88,-3.124139071,3.141592741,0.008714509,0.000142283,0.102301292,0.150000006,40,24,12,12
70,20191203115839,0,0,0,71.88,-3.124139071,3.141592741,0.008714509,0.000136209,0.097934462,0.150000006,40,24,15,9
71,20191203115839,0,0,0,76.7,-3.124139071,3.141592741,0.008714509,0.000136133,0.097879298,0.150000006,40,24,15,9
72,20191203115839,0,0,0,76.7,-3.124139071,3.141592741,0.008714509,0.000142369,0.102363497,0.150000006,40,24,12,12
73,20191203115839,0,0,0,76.7,-3.124139071,3.141592741,0.008714509,0.000137006,0.098507605,0.150000006,40,24,18,6
74,20191203115839,0,0,0,76.7,-3.124139071,3.141592741,0.008714509,0.000136022,0.097799562,0.150000006,40,24,15,9
75,20191203115840,0,0,0,76.7,-3.124139071,3.141592741,0.008714509,0.000142546,0.102490783,0.150000006,40,24,15,9
76,20191203115840,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136238,0.097955078,0.150000006,40,24,16,8
77,20191203115840,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136572,0.098195225,0.150000006,40,24,14,10
78,20191203115840,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000142438,0.102413096,0.150000006,40,24,20,4
79,20191203115840,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136365,0.098046422,0.150000006,40,24,14,10
80,20191203115840,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.00013625,0.097964078,0.150000006,40,24,18,6
81,20191203115840,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000142532,0.102480732,0.150000006,40,24,19,5
82,20191203115840,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136399,0.098070771,0.150000006,40,24,18,6
83,20191203115840,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000142493,0.102452219,0.150000006,40,24,17,7
84,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000135941,0.097741462,0.150000006,40,24,11,13
85,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136273,0.097980633,0.150000006,40,24,10,14
86,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000142223,0.102258146,0.150000006,40,24,7,17
87,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136489,0.09813571,0.150000006,40,24,16,8
88,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136734,0.098312013,0.150000006,40,24,16,8
89,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000142091,0.102163494,0.150000006,40,24,15,9
90,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136324,0.098017156,0.150000006,40,24,11,13
91,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.00013645,0.098107696,0.150000006,40,24,15,9
92,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000142309,0.102320127,0.150000006,40,24,9,15
93,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000136351,0.098036282,0.150000006,40,24,10,14
94,20191203115841,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.00013622,0.097942457,0.150000006,40,24,13,11
95,20191203115842,0,0,0,78.46,-3.124139071,3.141592741,0.008714509,0.000142482,0.102444455,0.150000006,40,24,16,8
96,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136246,0.097961083,0.150000006,40,24,5,19
97,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136564,0.098189175,0.150000006,40,24,8,16
98,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000142298,0.102311932,0.150000006,40,24,8,16
99,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136518,0.098156206,0.150000006,40,24,5,19
100,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000142533,0.10248141,0.150000006,40,24,10,14
101,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.0001423,0.102313727,0.150000006,40,24,19,5
102,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.00013644,0.09810032,0.150000006,40,24,19,5
103,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.00013638,0.098057345,0.150000006,40,24,15,9
104,20191203115842,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000142412,0.10239435,0.150000006,40,24,17,7
105,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136592,0.098209381,0.150000006,40,24,16,8
106,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000141657,0.101851627,0.150000006,40,24,15,9
107,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136514,0.098153256,0.150000006,40,24,14,10
108,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136422,0.098087534,0.150000006,40,24,14,10
109,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000142411,0.102393769,0.150000006,40,24,14,10
110,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136709,0.098293759,0.150000006,40,24,15,9
111,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136354,0.098038435,0.150000006,40,24,15,9
112,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000142445,0.10241808,0.150000006,40,24,13,11
113,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136415,0.098082282,0.150000006,40,24,13,11
114,20191203115843,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000136598,0.09821406,0.150000006,40,24,10,14
115,20191203115844,0,0,0,73.77,-3.124139071,3.141592741,0.008714509,0.000142286,0.102303825,0.150000006,40,24,11,13
116,20191203115844,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000136521,0.098158501,0.150000006,40,24,9,15
117,20191203115844,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.00013643,0.098092958,0.150000006,40,24,8,16
118,20191203115844,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000142448,0.102420047,0.150000006,40,24,6,18
119,20191203115844,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000136491,0.098136894,0.150000006,40,24,6,18
120,20191203115844,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000142207,0.102246985,0.150000006,40,24,8,16
121,20191203115844,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000136123,0.097872689,0.150000006,40,24,13,11
122,20191203115844,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000141975,0.10207992,0.150000006,40,24,24,0
123,20191203115844,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000136091,0.097849421,0.150000006,40,24,24,0
124,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000142312,0.102322683,0.150000006,40,24,24,0
125,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000135697,0.097566076,0.150000006,40,24,21,3
126,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.00014425,0.103715591,0.150000006,40,24,24,0
127,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000132964,0.095600903,0.150000006,40,24,24,0
128,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.00014211,0.102177069,0.150000006,40,24,24,0
129,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000137075,0.098556839,0.150000006,40,24,24,0
130,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.00013247,0.095245697,0.150000006,40,24,24,0
131,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000138576,0.099635825,0.150000006,40,24,24,0
132,20191203115845,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000132445,0.095228039,0.150000006,40,24,24,0
133,20191203115846,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000131767,0.094740801,0.150000006,40,24,24,0
134,20191203115846,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000139674,0.100425452,0.150000006,40,24,24,0
135,20191203115846,0,0,0,78.91,-3.124139071,3.141592741,0.008714509,0.000132983,0.09561456,0.150000006,40,24,24,0
136,20191203115846,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000134258,0.096531384,0.150000006,40,24,22,2
137,20191203115846,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000139413,0.100237913,0.150000006,40,24,24,0
138,20191203115846,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000133504,0.095989496,0.150000006,40,24,23,1
139,20191203115846,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000133917,0.096286483,0.150000006,40,24,22,2
140,20191203115846,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000140283,0.100863561,0.150000006,40,24,18,6
141,20191203115846,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000134859,0.09696354,0.150000006,40,24,19,5
142,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000136894,0.098426931,0.150000006,40,24,20,4
143,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000133756,0.09617091,0.150000006,40,24,18,6
144,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000134019,0.096359715,0.150000006,40,24,19,5
145,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000139223,0.100101016,0.150000006,40,24,14,10
146,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000132036,0.094933547,0.150000006,40,24,21,3
147,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.00013783,0.099099837,0.150000006,40,24,24,0
148,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000131831,0.094786249,0.150000006,40,24,20,4
149,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000133218,0.095783666,0.150000006,40,24,21,3
150,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000138897,0.099866711,0.150000006,40,24,17,7
151,20191203115847,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000133311,0.095850356,0.150000006,40,24,11,13
152,20191203115848,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000139485,0.100289829,0.150000006,40,24,15,9
153,20191203115848,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000133727,0.096149839,0.150000006,40,24,15,9
154,20191203115848,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000133946,0.096307509,0.150000006,40,24,13,11
155,20191203115848,0,0,0,98.59,-3.124139071,3.141592741,0.008714509,0.000139805,0.100519963,0.150000006,40,24,10,14
156,20191203115848,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000134148,0.096452467,0.150000006,40,24,9,15
157,20191203115848,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.00013282,0.095497631,0.150000006,40,24,6,18
158,20191203115848,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000139555,0.10034027,0.150000006,40,24,7,17
159,20191203115848,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000133782,0.096189559,0.150000006,40,24,10,14
160,20191203115848,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000133182,0.095757753,0.150000006,40,24,12,12
161,20191203115848,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000131956,0.094876006,0.150000006,40,24,11,13
162,20191203115848,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000139069,0.099990658,0.150000006,40,24,9,15
163,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000133235,0.095796198,0.150000006,40,24,9,15
164,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000138924,0.099886417,0.150000006,40,24,8,16
165,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.00013276,0.095454536,0.150000006,40,24,7,17
166,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000132543,0.095298164,0.150000006,40,24,6,18
167,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000137058,0.098544665,0.150000006,40,24,8,16
168,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000133438,0.095941953,0.150000006,40,24,14,10
169,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.00013673,0.0983091,0.150000006,40,24,12,12
170,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000133853,0.096240446,0.150000006,40,24,9,15
171,20191203115849,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000133877,0.096257485,0.150000006,40,24,9,15
172,20191203115850,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000140469,0.100997187,0.150000006,40,24,13,11
173,20191203115850,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000133904,0.096277066,0.150000006,40,24,9,15
174,20191203115850,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000134464,0.096679434,0.150000006,40,24,16,8
175,20191203115850,0,0,0,124.65,-3.124139071,3.141592741,0.008714509,0.000139855,0.100555547,0.150000006,40,24,13,11
176,20191203115850,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000134279,0.09654668,0.150000006,40,24,11,13
177,20191203115850,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000133255,0.095810674,0.150000006,40,24,12,12
178,20191203115850,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000139942,0.100618429,0.150000006,40,24,14,10
179,20191203115850,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000132486,0.095257699,0.150000006,40,24,14,10
180,20191203115850,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000139248,0.100119002,0.150000006,40,24,17,7
181,20191203115850,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000134267,0.096537948,0.150000006,40,24,16,8
182,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000140634,0.10111554,0.150000006,40,24,11,13
183,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000134337,0.096588261,0.150000006,40,24,16,8
184,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000134392,0.09662775,0.150000006,40,24,13,11
185,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.00014008,0.100717202,0.150000006,40,24,11,13
186,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000133798,0.096200429,0.150000006,40,24,11,13
187,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000140511,0.101027116,0.150000006,40,24,15,9
188,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000134039,0.096374005,0.150000006,40,24,13,11
189,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000134016,0.096357271,0.150000006,40,24,15,9
190,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000140106,0.100735962,0.150000006,40,24,14,10
191,20191203115851,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000133777,0.09618549,0.150000006,40,24,14,10
192,20191203115852,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.00013367,0.096108876,0.150000006,40,24,20,4
193,20191203115852,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000139228,0.100105084,0.150000006,40,24,12,12
194,20191203115852,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000132401,0.095196448,0.150000006,40,24,20,4
195,20191203115852,0,0,0,137,-3.124139071,3.141592741,0.008714509,0.000131898,0.094834976,0.150000006,40,24,20,4
196,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000139222,0.100100346,0.150000006,40,24,19,5
197,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000134553,0.096743256,0.150000006,40,24,18,6
198,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000139335,0.100181773,0.150000006,40,24,16,8
199,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.00013367,0.096108519,0.150000006,40,24,17,7
200,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000139248,0.100119047,0.150000006,40,24,17,7
201,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000133666,0.096105792,0.150000006,40,24,17,7
202,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000133389,0.095906548,0.150000006,40,24,18,6
203,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000139934,0.100612797,0.150000006,40,24,19,5
204,20191203115852,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000134372,0.096613564,0.150000006,40,24,20,4
205,20191203115853,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.00013383,0.096223652,0.150000006,40,24,19,5
206,20191203115853,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000136313,0.098008879,0.150000006,40,24,18,6
207,20191203115853,0,0,0,135.84,-3.124139071,3.141592741,0.008714509,0.000142379,0.102370799,0.150000006,40,24,22,2
208,20191203115853,0,0,0,131.74,-3.124139071,3.141592741,0.008714509,0.000136525,0.098161422,0.150000006,40,24,22,2
209,20191203115853,0,0,0,131.75,-3.124139071,3.141592741,0.008714509,0.000135575,0.097478218,0.150000006,40,24,19,5
210,20191203115853,0,0,0,131.75,-3.124139071,3.141592741,0.008714509,0.000142661,0.102573268,0.150000006,40,24,24,0
211,20191203115853,0,0,0,129.9,-3.124139071,3.141592741,0.008714509,0.000134437,0.096660003,0.150000006,40,24,24,0
212,20191203115853,0,0,0,129.9,-3.124139071,3.141592741,0.008714509,0.00014227,0.102291808,0.150000006,40,24,24,0
213,20191203115853,0,0,0,129.9,-3.124139071,3.141592741,0.008714509,0.000136119,0.09786965,0.150000006,40,24,23,1
214,20191203115853,0,0,0,129.9,-3.124139071,3.141592741,0.008714509,0.000135715,0.097579189,0.150000006,40,24,21,3
215,20191203115854,0,0,0,129.9,-3.124139071,3.141592741,0.008714509,0.000142285,0.102303229,0.150000006,40,24,19,5
216,20191203115854,0,0,0,127.3,-3.124139071,3.141592741,0.008714509,0.000136451,0.09810815,0.150000006,40,24,18,6
217,20191203115854,0,0,0,127.3,-3.124139071,3.141592741,0.008714509,0.000142369,0.102362961,0.150000006,40,24,20,4
218,20191203115854,0,0,0,127.3,-3.124139071,3.141592741,0.008714509,0.000136454,0.098110735,0.150000006,40,24,19,5
219,20191203115854,0,0,0,127.3,-3.124139071,3.141592741,0.008714509,0.000142457,0.102426507,0.150000006,40,24,19,5
