no time angle_min angle_max angle_increment time_increment scan_time range_min range_max range_size count countless
48 20190828140341 -3.124139071 3.141592741 0.017453292 0.000222030 0.079708934 0.150000006 16.000000000 24 12 12
49 20190828140341 -3.124139071 3.141592741 0.017453292 0.000221898 0.079661436 0.150000006 16.000000000 24 11 13
50 20190828140341 -3.124139071 3.141592741 0.017453292 0.000221768 0.079614848 0.150000006 16.000000000 24 8 16
51 20190828140341 -3.124139071 3.141592741 0.017453292 0.000199999 0.071799695 0.150000006 16.000000000 24 12 12
52 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222201 0.079770274 0.150000006 16.000000000 24 9 15
53 20190828140342 -3.124139071 3.141592741 0.017453292 0.000221996 0.079696469 0.150000006 16.000000000 24 9 15
54 20190828140342 -3.124139071 3.141592741 0.017453292 0.000221791 0.079622999 0.150000006 16.000000000 24 10 14
55 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222260 0.079791166 0.150000006 16.000000000 24 10 14
56 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222120 0.079740919 0.150000006 16.000000000 24 9 15
57 20190828140342 -3.124139071 3.141592741 0.017453292 0.000199668 0.071680672 0.150000006 16.000000000 24 9 15
58 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222458 0.079862587 0.150000006 16.000000000 24 9 15
59 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222026 0.079707392 0.150000006 16.000000000 24 10 14
60 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222291 0.079802349 0.150000006 16.000000000 24 10 14
61 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222037 0.079711169 0.150000006 16.000000000 24 9 15
62 20190828140342 -3.124139071 3.141592741 0.017453292 0.000199463 0.071607336 0.150000006 16.000000000 24 11 13
63 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222093 0.079731353 0.150000006 16.000000000 24 9 15
64 20190828140342 -3.124139071 3.141592741 0.017453292 0.000222073 0.079724066 0.150000006 16.000000000 24 10 14
65 20190828140343 -3.124139071 3.141592741 0.017453292 0.000222042 0.079713017 0.150000006 16.000000000 24 10 14
66 20190828140343 -3.124139071 3.141592741 0.017453292 0.000221965 0.079685420 0.150000006 16.000000000 24 9 15
67 20190828140343 -3.124139071 3.141592741 0.017453292 0.000222076 0.079725295 0.150000006 16.000000000 24 10 14
68 20190828140343 -3.124139071 3.141592741 0.017453292 0.000199848 0.071745351 0.150000006 16.000000000 24 9 15
69 20190828140343 -3.124139071 3.141592741 0.017453292 0.000222233 0.079781741 0.150000006 16.000000000 24 9 15
70 20190828140343 -3.124139071 3.141592741 0.017453292 0.000222140 0.079748243 0.150000006 16.000000000 24 9 15
71 20190828140343 -3.124139071 3.141592741 0.017453292 0.000221730 0.079600982 0.150000006 16.000000000 24 8 16
72 20190828140343 -3.124139071 3.141592741 0.017453292 0.000222388 0.079837151 0.150000006 16.000000000 24 9 15
73 20190828140343 -3.124139071 3.141592741 0.017453292 0.000199972 0.071790002 0.150000006 16.000000000 24 11 13
74 20190828140343 -3.124139071 3.141592741 0.017453292 0.000221697 0.079589233 0.150000006 16.000000000 24 10 14
75 20190828140343 -3.124139071 3.141592741 0.017453292 0.000222319 0.079812482 0.150000006 16.000000000 24 9 15
76 20190828140343 -3.124139071 3.141592741 0.017453292 0.000222114 0.079739079 0.150000006 16.000000000 24 9 15
77 20190828140343 -3.124139071 3.141592741 0.017453292 0.000222426 0.079850823 0.150000006 16.000000000 24 10 14
78 20190828140344 -3.124139071 3.141592741 0.017453292 0.000200053 0.071819000 0.150000006 16.000000000 24 10 14
79 20190828140344 -3.124139071 3.141592741 0.017453292 0.000221683 0.079584174 0.150000006 16.000000000 24 9 15
80 20190828140344 -3.124139071 3.141592741 0.017453292 0.000222306 0.079808019 0.150000006 16.000000000 24 10 14
81 20190828140344 -3.124139071 3.141592741 0.017453292 0.000221956 0.079682335 0.150000006 16.000000000 24 9 15
82 20190828140344 -3.124139071 3.141592741 0.017453292 0.000221874 0.079652727 0.150000006 16.000000000 24 9 15
83 20190828140344 -3.124139071 3.141592741 0.017453292 0.000222314 0.079810590 0.150000006 16.000000000 24 10 14
84 20190828140344 -3.124139071 3.141592741 0.017453292 0.000199829 0.071738660 0.150000006 16.000000000 24 10 14
85 20190828140344 -3.124139071 3.141592741 0.017453292 0.000222417 0.079847865 0.150000006 16.000000000 24 9 15
86 20190828140344 -3.124139071 3.141592741 0.017453292 0.000221925 0.079671130 0.150000006 16.000000000 24 9 15
87 20190828140344 -3.124139071 3.141592741 0.017453292 0.000222059 0.079719305 0.150000006 16.000000000 24 11 13
88 20190828140344 -3.124139071 3.141592741 0.017453292 0.000221674 0.079580888 0.150000006 16.000000000 24 8 16
89 20190828140344 -3.124139071 3.141592741 0.017453292 0.000200233 0.071883626 0.150000006 16.000000000 24 7 17
90 20190828140345 -3.124139071 3.141592741 0.017453292 0.000221903 0.079663008 0.150000006 16.000000000 24 12 12
91 20190828140345 -3.124139071 3.141592741 0.017453292 0.000221913 0.079666927 0.150000006 16.000000000 24 10 14
92 20190828140345 -3.124139071 3.141592741 0.017453292 0.000222318 0.079812154 0.150000006 16.000000000 24 10 14
93 20190828140345 -3.124139071 3.141592741 0.017453292 0.000222278 0.079797782 0.150000006 16.000000000 24 9 15
94 20190828140345 -3.124139071 3.141592741 0.017453292 0.000199784 0.071722291 0.150000006 16.000000000 24 8 16
95 20190828140345 -3.124139071 3.141592741 0.017453292 0.000222230 0.079780675 0.150000006 16.000000000 24 10 14
96 20190828140345 -3.124139071 3.141592741 0.017453292 0.000222122 0.079741642 0.150000006 16.000000000 24 10 14
97 20190828140345 -3.124139071 3.141592741 0.017453292 0.000221764 0.079613335 0.150000006 16.000000000 24 10 14
98 20190828140345 -3.124139071 3.141592741 0.017453292 0.000222334 0.079817839 0.150000006 16.000000000 24 8 16
99 20190828140345 -3.124139071 3.141592741 0.017453292 0.000199834 0.071740463 0.150000006 16.000000000 24 11 13
100 20190828140345 -3.124139071 3.141592741 0.017453292 0.000222085 0.079728596 0.150000006 16.000000000 24 10 14
101 20190828140345 -3.124139071 3.141592741 0.017453292 0.000222207 0.079772450 0.150000006 16.000000000 24 8 16
102 20190828140345 -3.124139071 3.141592741 0.017453292 0.000221718 0.079596847 0.150000006 16.000000000 24 11 13
103 20190828140346 -3.124139071 3.141592741 0.017453292 0.000222055 0.079717800 0.150000006 16.000000000 24 8 16
104 20190828140346 -3.124139071 3.141592741 0.017453292 0.000200042 0.071815148 0.150000006 16.000000000 24 8 16
105 20190828140346 -3.124139071 3.141592741 0.017453292 0.000222041 0.079712830 0.150000006 16.000000000 24 11 13
106 20190828140346 -3.124139071 3.141592741 0.017453292 0.000222009 0.079701357 0.150000006 16.000000000 24 8 16
107 20190828140346 -3.124139071 3.141592741 0.017453292 0.000222133 0.079745896 0.150000006 16.000000000 24 10 14
108 20190828140346 -3.124139071 3.141592741 0.017453292 0.000221965 0.079685330 0.150000006 16.000000000 24 8 16
109 20190828140346 -3.124139071 3.141592741 0.017453292 0.000199596 0.071654961 0.150000006 16.000000000 24 9 15
110 20190828140346 -3.124139071 3.141592741 0.017453292 0.000222193 0.079767264 0.150000006 16.000000000 24 11 13
111 20190828140346 -3.124139071 3.141592741 0.017453292 0.000222088 0.079729699 0.150000006 16.000000000 24 8 16
112 20190828140346 -3.124139071 3.141592741 0.017453292 0.000221833 0.079638168 0.150000006 16.000000000 24 10 14
113 20190828140346 -3.124139071 3.141592741 0.017453292 0.000222237 0.079783000 0.150000006 16.000000000 24 9 15
114 20190828140346 -3.124139071 3.141592741 0.017453292 0.000199891 0.071760990 0.150000006 16.000000000 24 9 15
115 20190828140346 -3.124139071 3.141592741 0.017453292 0.000222103 0.079735011 0.150000006 16.000000000 24 10 14
116 20190828140347 -3.124139071 3.141592741 0.017453292 0.000222343 0.079821184 0.150000006 16.000000000 24 8 16
117 20190828140347 -3.124139071 3.141592741 0.017453292 0.000221528 0.079528578 0.150000006 16.000000000 24 12 12
118 20190828140347 -3.124139071 3.141592741 0.017453292 0.000222070 0.079723023 0.150000006 16.000000000 24 8 16
119 20190828140347 -3.124139071 3.141592741 0.017453292 0.000199903 0.071765229 0.150000006 16.000000000 24 10 14
120 20190828140347 -3.124139071 3.141592741 0.017453292 0.000221848 0.079643331 0.150000006 16.000000000 24 9 15
121 20190828140347 -3.124139071 3.141592741 0.017453292 0.000222355 0.079825513 0.150000006 16.000000000 24 9 15
122 20190828140347 -3.124139071 3.141592741 0.017453292 0.000222160 0.079755612 0.150000006 16.000000000 24 9 15
