no time speed latitude longitude compass angle_min angle_max angle_increment time_increment scan_time range_min range_max range_size count countless
0 20191106151930 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.002519693 0.904569805 0.150000006 16.000000000 24 6 18
1 20191106151930 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000355213 0.127521589 0.150000006 16.000000000 24 5 19
2 20191106151930 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000310861 0.111599118 0.150000006 16.000000000 24 5 19
3 20191106151930 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000332892 0.119508252 0.150000006 16.000000000 24 4 20
4 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000288657 0.103627682 0.150000006 16.000000000 24 4 20
5 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000310829 0.111587740 0.150000006 16.000000000 24 5 19
6 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266398 0.095637053 0.150000006 16.000000000 24 9 15
7 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000288338 0.103513256 0.150000006 16.000000000 24 6 18
8 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266533 0.095685355 0.150000006 16.000000000 24 6 18
9 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266118 0.095536321 0.150000006 16.000000000 24 5 19
10 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266447 0.095654391 0.150000006 16.000000000 24 7 17
11 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266508 0.095676482 0.150000006 16.000000000 24 3 21
12 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244074 0.087622739 0.150000006 16.000000000 24 6 18
13 20191106151931 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266545 0.095689654 0.150000006 16.000000000 24 7 17
14 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000243864 0.087547228 0.150000006 16.000000000 24 3 21
15 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000243777 0.087515935 0.150000006 16.000000000 24 5 19
16 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244479 0.087767951 0.150000006 16.000000000 24 5 19
17 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000243870 0.087549239 0.150000006 16.000000000 24 6 18
18 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000243940 0.087574363 0.150000006 16.000000000 24 8 16
19 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221851 0.079644606 0.150000006 16.000000000 24 7 17
20 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244203 0.087668866 0.150000006 16.000000000 24 8 16
21 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244188 0.087663442 0.150000006 16.000000000 24 8 16
22 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221770 0.079615369 0.150000006 16.000000000 24 6 18
23 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244278 0.087695628 0.150000006 16.000000000 24 9 15
24 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221956 0.079682201 0.150000006 16.000000000 24 9 15
25 20191106151932 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222221 0.079777218 0.150000006 16.000000000 24 7 17
26 20191106151933 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244036 0.087609001 0.150000006 16.000000000 24 9 15
27 20191106151933 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221694 0.079588108 0.150000006 16.000000000 24 8 16
28 20191106151933 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221903 0.079663038 0.150000006 16.000000000 24 5 19
29 20191106151933 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222108 0.079736695 0.150000006 16.000000000 24 5 19
30 20191106151933 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244079 0.087624483 0.150000006 16.000000000 24 6 18
31 20191106151933 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222199 0.079769433 0.150000006 16.000000000 24 8 16
32 20191106151933 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221869 0.079651035 0.150000006 16.000000000 24 7 17
