no time speed latitude longitude compass angle_min angle_max angle_increment time_increment scan_time range_min range_max range_size count countless
0 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.002252238 0.808553576 0.150000006 16.000000000 24 1 23
1 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000353500 0.126906529 0.150000006 16.000000000 24 4 20
2 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000332111 0.119228020 0.150000006 16.000000000 24 3 21
3 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000330489 0.118645482 0.150000006 16.000000000 24 5 19
4 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000309737 0.111195683 0.150000006 16.000000000 24 1 23
5 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000310465 0.111456789 0.150000006 16.000000000 24 3 21
6 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000286332 0.102793165 0.150000006 16.000000000 24 5 19
7 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000287243 0.103120275 0.150000006 16.000000000 24 4 20
8 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000264091 0.094808683 0.150000006 16.000000000 24 2 22
9 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000287465 0.103200085 0.150000006 16.000000000 24 5 19
10 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266588 0.095704928 0.150000006 16.000000000 24 3 21
11 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266149 0.095547520 0.150000006 16.000000000 24 6 18
12 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000243954 0.087579355 0.150000006 16.000000000 24 5 19
13 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000266401 0.095637806 0.150000006 16.000000000 24 4 20
14 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244321 0.087711342 0.150000006 16.000000000 24 3 21
15 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244273 0.087693945 0.150000006 16.000000000 24 7 17
16 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000243950 0.087578163 0.150000006 16.000000000 24 4 20
17 20191106152559 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244401 0.087740093 0.150000006 16.000000000 24 6 18
18 20191106152600 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244095 0.087630101 0.150000006 16.000000000 24 4 20
19 20191106152600 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000243967 0.087584034 0.150000006 16.000000000 24 5 19
20 20191106152600 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222021 0.079705685 0.150000006 16.000000000 24 5 19
21 20191106152600 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000244376 0.087731011 0.150000006 16.000000000 24 8 16
