no time speed latitude longitude compass angle_min angle_max angle_increment time_increment scan_time range_min range_max range_size count countless
0 20191106152903 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.002568597 0.922126472 0.150000006 16.000000000 24 3 21
1 20191106152903 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000348103 0.124969020 0.150000006 16.000000000 24 3 21
2 20191106152903 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000301998 0.108417310 0.150000006 16.000000000 24 3 21
3 20191106152903 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000305335 0.109615333 0.150000006 16.000000000 24 4 20
4 20191106152903 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000280285 0.100622371 0.150000006 16.000000000 24 4 20
5 20191106152903 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000284840 0.102257468 0.150000006 16.000000000 24 1 23
6 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000284828 0.102253415 0.150000006 16.000000000 24 3 21
7 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000261340 0.093821242 0.150000006 16.000000000 24 4 20
8 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000262695 0.094307348 0.150000006 16.000000000 24 5 19
9 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000262724 0.094317734 0.150000006 16.000000000 24 3 21
10 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000240966 0.086506866 0.150000006 16.000000000 24 5 19
11 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000262571 0.094263032 0.150000006 16.000000000 24 5 19
12 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000240416 0.086309426 0.150000006 16.000000000 24 6 18
13 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000239148 0.085854247 0.150000006 16.000000000 24 2 22
14 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000239488 0.085976183 0.150000006 16.000000000 24 3 21
15 20191106152904 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000240078 0.086187847 0.150000006 16.000000000 24 5 19
16 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000239450 0.085962653 0.150000006 16.000000000 24 5 19
17 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000239846 0.086104773 0.150000006 16.000000000 24 5 19
18 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000215593 0.077398010 0.150000006 16.000000000 24 3 21
19 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000238326 0.085559011 0.150000006 16.000000000 24 5 19
20 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000235437 0.084521890 0.150000006 16.000000000 24 4 20
21 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000215925 0.077517189 0.150000006 16.000000000 24 7 17
22 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217962 0.078248441 0.150000006 16.000000000 24 5 19
23 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000235922 0.084695853 0.150000006 16.000000000 24 7 17
24 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000216195 0.077613965 0.150000006 16.000000000 24 3 21
25 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217704 0.078155659 0.150000006 16.000000000 24 5 19
26 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000215253 0.077275872 0.150000006 16.000000000 24 4 20
27 20191106152905 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217992 0.078259274 0.150000006 16.000000000 24 5 19
28 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000238525 0.085630491 0.150000006 16.000000000 24 5 19
29 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000224324 0.080532201 0.150000006 16.000000000 24 5 19
30 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000207885 0.074630544 0.150000006 16.000000000 24 3 21
31 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217574 0.078109078 0.150000006 16.000000000 24 4 20
32 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000250206 0.089823812 0.150000006 16.000000000 24 7 17
33 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000187289 0.067236871 0.150000006 16.000000000 24 4 20
34 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000214620 0.077048555 0.150000006 16.000000000 24 5 19
35 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000215624 0.077409163 0.150000006 16.000000000 24 6 18
36 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000216707 0.077797852 0.150000006 16.000000000 24 6 18
37 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000220627 0.079205178 0.150000006 16.000000000 24 4 20
38 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000191849 0.068873964 0.150000006 16.000000000 24 8 16
39 20191106152906 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000216673 0.077785701 0.150000006 16.000000000 24 4 20
40 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217910 0.078229845 0.150000006 16.000000000 24 7 17
41 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000218903 0.078586332 0.150000006 16.000000000 24 8 16
42 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000215835 0.077484876 0.150000006 16.000000000 24 4 20
43 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217828 0.078200288 0.150000006 16.000000000 24 5 19
44 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000216813 0.077835783 0.150000006 16.000000000 24 5 19
45 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000193561 0.069488309 0.150000006 16.000000000 24 5 19
46 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000215328 0.077302717 0.150000006 16.000000000 24 6 18
47 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217618 0.078124881 0.150000006 16.000000000 24 4 20
48 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217770 0.078179501 0.150000006 16.000000000 24 5 19
49 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000216490 0.077720053 0.150000006 16.000000000 24 6 18
50 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000195329 0.070123106 0.150000006 16.000000000 24 5 19
51 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000216618 0.077765986 0.150000006 16.000000000 24 5 19
52 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217845 0.078206487 0.150000006 16.000000000 24 5 19
53 20191106152907 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000215283 0.077286676 0.150000006 16.000000000 24 4 20
54 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000215324 0.077301212 0.150000006 16.000000000 24 6 18
55 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000196148 0.070417039 0.150000006 16.000000000 24 7 17
56 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000218117 0.078304172 0.150000006 16.000000000 24 3 21
57 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217921 0.078233629 0.150000006 16.000000000 24 7 17
58 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217956 0.078246251 0.150000006 16.000000000 24 3 21
59 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000218159 0.078319162 0.150000006 16.000000000 24 6 18
60 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000195583 0.070214383 0.150000006 16.000000000 24 5 19
61 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000218511 0.078445613 0.150000006 16.000000000 24 6 18
62 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000218315 0.078375004 0.150000006 16.000000000 24 6 18
63 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000218975 0.078612134 0.150000006 16.000000000 24 4 20
64 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000219125 0.078665964 0.150000006 16.000000000 24 6 18
65 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000195651 0.070238799 0.150000006 16.000000000 24 4 20
66 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000217848 0.078207277 0.150000006 16.000000000 24 4 20
67 20191106152908 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000220422 0.079131529 0.150000006 16.000000000 24 6 18
68 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221658 0.079575352 0.150000006 16.000000000 24 6 18
69 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000199389 0.071580477 0.150000006 16.000000000 24 5 19
70 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222212 0.079774015 0.150000006 16.000000000 24 8 16
71 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221676 0.079581738 0.150000006 16.000000000 24 5 19
72 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221667 0.079578340 0.150000006 16.000000000 24 5 19
73 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221717 0.079596460 0.150000006 16.000000000 24 7 17
74 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000199599 0.071655884 0.150000006 16.000000000 24 5 19
75 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000220079 0.079008482 0.150000006 16.000000000 24 6 18
76 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222217 0.079775825 0.150000006 16.000000000 24 3 21
77 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221879 0.079654627 0.150000006 16.000000000 24 6 18
78 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221911 0.079665929 0.150000006 16.000000000 24 6 18
79 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000199635 0.071668938 0.150000006 16.000000000 24 5 19
80 20191106152909 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221834 0.079638258 0.150000006 16.000000000 24 5 19
81 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221932 0.079673678 0.150000006 16.000000000 24 7 17
82 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221736 0.079603255 0.150000006 16.000000000 24 5 19
83 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000199851 0.071746469 0.150000006 16.000000000 24 6 18
84 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000220762 0.079253681 0.150000006 16.000000000 24 7 17
85 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222719 0.079956278 0.150000006 16.000000000 24 7 17
86 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000218033 0.078273870 0.150000006 16.000000000 24 4 20
87 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221988 0.079693742 0.150000006 16.000000000 24 3 21
88 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000199646 0.071673088 0.150000006 16.000000000 24 7 17
89 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221694 0.079588026 0.150000006 16.000000000 24 3 21
90 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222393 0.079839200 0.150000006 16.000000000 24 9 15
91 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000221235 0.079423368 0.150000006 16.000000000 24 5 19
92 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000198731 0.071344383 0.150000006 16.000000000 24 5 19
93 20191106152910 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000222156 0.079754062 0.150000006 16.000000000 24 7 17
94 20191106152911 0.00000 0.000000000 0.000000000 0.000000 -3.124139071 3.141592741 0.017453292 0.000218317 0.078375950 0.150000006 16.000000000 24 5 19
